09:19:03;13896
09:20:17;13853
09:21:30;13796
09:22:43;13760
09:23:55;13724
09:25:08;13688
09:26:21;13618
09:27:36;13571
09:28:49;13525
09:30:03;13478
09:31:15;13391
09:32:28;13304
09:33:41;13231
09:34:54;13157
09:36:06;13047
09:37:20;12937
09:38:32;12861
09:39:45;12785
09:40:58;12697
09:42:13;12608
09:43:26;12559
09:44:38;12511
09:45:51;12430
09:47:05;12349
09:48:19;12303
09:49:33;12258
09:50:47;12217
09:52:00;12176
09:53:13;12148
09:54:26;12119
09:55:42;12088
09:56:55;12057
09:58:08;12058
09:59:22;12060
10:00:38;12078
10:01:51;12097
10:03:04;12112
10:04:16;12127
10:05:29;12124
10:06:43;12121
10:07:56;12121
10:09:09;12121
10:10:25;12124
10:11:38;12127
10:12:51;12112
10:14:03;12098
10:15:16;12077
10:16:32;12056
10:17:45;12052
10:18:58;12049
10:20:12;12045
10:21:25;12048
10:22:37;12048
10:23:51;12048
10:25:03;12048
10:26:16;12046
10:27:29;12050
10:28:42;12054
10:29:55;12058
10:31:08;12063
10:32:20;12068
10:33:33;12067
10:34:46;12066
10:35:59;12063
10:37:12;12061
10:38:25;12060
10:39:38;12060
10:40:51;12059
10:42:04;12058
10:43:17;12055
10:44:33;12053
10:45:46;12049
10:46:59;12046
10:48:12;12043
10:49:25;12041
10:50:41;12039
10:51:57;12037
10:53:10;12036
10:54:23;12035
10:55:36;12038
10:56:50;12042
10:58:03;12046
10:59:16;12051
11:00:31;12048
11:01:45;12045
11:02:58;12041
11:04:10;12038
11:05:27;12038
11:06:40;12038
11:07:53;12034
11:09:06;12029
11:10:21;12021
11:11:35;12012
11:12:50;12012
11:14:03;12011
11:15:16;12010
11:16:29;12009
11:17:42;12004
11:18:55;11999
11:20:09;11994
11:21:22;11995
11:22:36;11999
11:23:49;12004
11:25:02;12008
11:26:16;12009
11:27:29;12010
11:28:42;12011
11:29:55;12012
11:31:08;12015
11:32:21;12018
11:33:36;12016
11:34:49;12013
11:36:03;12010
11:37:16;12008
11:38:29;12009
11:39:42;12011
11:40:55;12013
11:42:09;12015
11:43:22;12015
11:44:35;12015
11:45:48;12015
11:47:01;12016
11:48:15;12017
11:49:28;12018
11:50:44;12016
11:51:56;12014
11:53:09;12011
11:54:24;12009
11:55:37;12007
11:56:49;12006
11:58:02;12004
11:59:15;12002
12:00:32;12002
12:01:50;12002
12:03:03;12005
12:04:15;12008
12:05:28;12009
12:06:42;12010
12:07:55;12010
12:09:08;12010
12:10:22;12007
12:11:36;12003
12:12:49;11998
12:14:01;11993
12:15:15;11988
12:16:28;11985
12:17:41;11984
12:18:53;11984
12:21:03;12096
12:22:17;12096
12:23:30;12096
12:24:43;12096
12:25:55;12064
12:27:08;12043
12:28:21;12028
12:29:36;12028
12:30:50;12028
12:32:03;12000
12:33:15;12000
12:34:28;12000
12:35:41;11996
12:36:54;11992
12:38:06;11988
12:39:19;11984
12:40:33;11966
12:41:46;11949
12:42:59;11931
12:44:11;11914
12:45:24;11935
12:46:36;11957
12:47:49;11982
12:49:02;12008
12:50:26;12033
12:51:39;12032
12:52:51;12029
12:54:03;12026
12:55:16;12034
12:56:28;12042
12:57:46;12493
12:58:58;12945
13:00:12;13397
13:01:24;13847
13:02:36;14296
13:03:49;14772
13:05:05;15248
13:06:18;15726
13:07:30;16193
13:08:43;16659
13:09:56;16659
13:11:09;16656
13:12:22;16653
13:13:34;16652
13:14:47;16651
13:16:00;16650
13:17:12;16649
13:18:28;16647
13:19:41;16645
13:20:54;16644
13:22:06;16644
13:23:18;16646
13:24:30;16649
13:25:44;16644
13:26:56;16640
13:28:09;16634
13:29:21;16629
13:30:35;16627
13:31:47;16624
13:33:00;16620
13:34:12;16616
13:35:24;16610
13:36:37;16605
13:37:50;16606
13:39:02;16608
13:40:16;16610
13:41:28;16612
13:42:41;16612
13:43:53;16611
13:45:06;16611
13:46:19;16607
13:47:32;16605
13:48:44;16603
13:49:57;16601
13:51:09;16595
13:52:22;16590
13:53:48;16585
13:55:01;16579
13:56:14;16575
13:57:26;16572
13:58:39;16571
13:59:51;16571
14:01:04;16563
14:02:17;16555
14:03:29;16550
14:04:41;16545
14:05:54;16560
14:07:07;16575
14:08:20;16588
14:09:32;16601
14:10:46;16604
14:11:58;16607
14:13:11;16617
14:14:26;16627
14:15:39;16634
14:16:51;16640
14:18:04;16626
14:19:16;16613
14:20:32;16603
14:21:47;16593
14:23:00;16592
14:24:12;16592
14:25:25;16587
14:26:37;16583
14:27:50;16582
14:29:03;16581
14:30:16;16580
14:31:28;16577
14:32:41;16571
14:33:53;16565
14:35:06;16559
14:36:18;16557
14:37:31;16560
14:38:44;16563
14:39:57;16566
14:41:09;16561
14:42:24;16556
14:43:36;16552
14:44:48;16549
14:46:01;16545
14:47:14;16542
14:48:26;16534
14:49:41;16526
14:50:55;16517
14:52:08;16508
14:53:21;16507
14:54:33;16506
14:55:46;16500
14:57:00;16495
14:58:13;16490
14:59:25;16484
15:00:41;16478
15:01:54;16472
15:03:07;16467
15:04:20;16462
15:05:32;16460
15:06:45;16458
15:07:58;16461
15:09:11;16463
15:10:28;16464
15:11:42;16464
15:12:55;16465
15:14:07;16466
15:15:20;16465
15:16:32;16465
15:17:46;16460
15:18:59;16456
15:20:12;16452
15:21:25;16451
15:22:37;16452
15:23:49;16453
15:25:02;16454
15:26:15;16451
15:27:28;16450
15:28:42;16448
15:29:55;16447
15:31:07;16445
15:32:20;16444
15:33:32;16440
15:34:44;16436
15:35:57;16427
15:37:09;16419
15:38:24;16415
15:39:36;16411
15:40:50;16405
15:42:02;16399
15:43:15;16393
15:44:27;16387
15:45:42;16383
15:46:55;16380
15:48:07;16380
15:49:20;16381
15:50:35;16377
15:51:48;16374
15:53:01;16372
15:54:14;16371
15:55:26;16367
15:56:39;16363
15:57:52;16356
15:59:04;16350
16:00:19;16343
16:01:32;16350
16:02:44;16361
16:03:57;16372
16:05:10;16383
16:06:26;16418
16:07:39;16456
16:08:52;16493
16:10:06;16531
16:11:19;16566
16:12:32;16602
16:13:46;16624
16:14:59;16646
16:16:12;16668
16:17:25;16690
16:18:37;16688
16:19:50;16686
16:21:03;16687
16:22:16;16689
16:23:28;16692
16:24:41;16696
16:25:53;16705
16:27:06;16713
16:28:20;16722
16:29:32;16731
16:30:46;16733
16:31:59;16735
16:33:11;16733
16:34:27;16731
16:35:40;16732
16:36:52;16733
16:38:05;16728
16:39:17;16723
16:40:32;16703
16:41:46;16682
16:42:59;16669
16:44:11;16656
16:45:24;16659
16:46:37;16662
16:47:49;16662
16:49:02;16663
16:50:16;16663
16:51:29;16683
16:52:41;16718
16:53:54;16753
16:55:07;16788
16:56:20;16822
16:57:33;16840
16:58:46;16857
16:59:50;15999
17:00:55;15141
17:01:59;14282
17:03:04;13404
17:04:08;12527
17:05:12;11616
17:06:16;10704
17:07:21;9794
17:08:25;8884
17:09:31;7974
17:10:36;8019
17:11:41;8065
17:12:45;8111
17:13:49;8157
17:14:53;8203
17:15:58;8641
17:17:02;9080
17:18:06;9518
17:19:11;9956
17:20:15;10442
17:21:19;10849
17:22:23;11255
17:23:28;11661
17:24:33;12067
17:25:37;12467
17:26:41;12509
17:27:45;12550
17:28:49;12592
17:29:54;12634
17:30:58;12655
17:32:02;12677
17:33:06;12698
17:34:11;12720
17:35:15;12707
17:36:19;12701
17:37:24;12695
17:38:28;12689
17:39:33;12683
17:40:37;12714
17:41:42;12717
17:42:46;12720
17:43:50;12723
17:44:54;12726
17:45:59;13455
17:47:03;14184
17:48:07;14913
17:49:12;15642
17:50:17;16365
17:51:21;17052
17:52:25;17738
17:53:30;18425
17:54:34;19112
17:55:38;19817
17:56:42;19829
17:57:46;19842
17:58:50;19854
17:59:55;19867
18:00:59;19857
18:02:03;19848
18:03:07;19838
18:04:12;19829
18:05:41;19147
18:06:45;18448
18:07:49;17748
18:08:54;17048
18:09:58;16348
18:11:02;16330
18:12:06;16340
18:13:11;16350
18:14:15;16359
18:15:19;16379
18:16:24;17071
18:17:28;17762
18:18:32;18454
18:19:38;19145
18:20:43;19814
18:21:47;19801
18:22:51;19788
18:23:56;19776
18:25:00;19763
18:26:04;19081
18:27:08;18398
18:28:13;17716
18:29:17;17033
18:30:22;16338
18:31:26;15665
18:32:30;14993
18:33:36;14320
18:34:41;13648
18:35:45;12981
18:36:49;12975
18:37:53;12968
18:38:57;12961
18:40:02;12955
18:41:07;13653
18:42:11;14352
18:43:15;15051
18:44:19;15750
18:45:23;15765
18:46:28;15773
18:47:32;15782
18:48:37;15790
18:49:41;15799
18:50:49;15800
18:51:53;15108
18:52:57;14416
18:54:01;13725
18:55:05;13033
18:56:10;12961
18:57:14;12888
18:58:18;12816
18:59:22;12743
19:00:31;13381
19:01:38;14025
19:02:42;14670
19:03:46;15315
19:04:51;15960
19:05:55;15960
19:06:59;16025
19:08:03;16090
19:09:08;16156
19:10:12;16228
19:11:16;15591
19:12:20;14954
19:13:24;14316
19:14:30;13679
